,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
18832,1996,HIMACHAL PRADESH,HAMIRPUR,SAP,0.15
18833,1996,HIMACHAL PRADESH,HAMIRPUR,RNP,0.15
18834,1996,HIMACHAL PRADESH,HAMIRPUR,AIIC(T),0.14
18835,1996,HIMACHAL PRADESH,HAMIRPUR,IND,0.11
18836,1996,HIMACHAL PRADESH,HAMIRPUR,IND,0.1
18837,1996,HIMACHAL PRADESH,HAMIRPUR,IND,0.08
18838,1996,HIMACHAL PRADESH,HAMIRPUR,IND,0.06
18839,1996,HIMACHAL PRADESH,HAMIRPUR,IND,0.04
18840,1996,JAMMU & KASHMIR,BARAMULLA,INC,36.09
18841,1996,JAMMU & KASHMIR,BARAMULLA,IND,14.83
18842,1996,JAMMU & KASHMIR,BARAMULLA,IND,8.62
18843,1996,JAMMU & KASHMIR,BARAMULLA,JD,8.36
18844,1996,JAMMU & KASHMIR,BARAMULLA,IND,8.06
18845,1996,JAMMU & KASHMIR,BARAMULLA,JPP,6.88
18846,1996,JAMMU & KASHMIR,BARAMULLA,IND,6.0
18847,1996,JAMMU & KASHMIR,BARAMULLA,IND,4.01
18848,1996,JAMMU & KASHMIR,BARAMULLA,IND,3.78
18849,1996,JAMMU & KASHMIR,BARAMULLA,IND,3.38
18850,1996,JAMMU & KASHMIR,SRINAGAR,INC,18.63
18851,1996,JAMMU & KASHMIR,SRINAGAR,JD,18.1
18852,1996,JAMMU & KASHMIR,SRINAGAR,IND,13.04
18853,1996,JAMMU & KASHMIR,SRINAGAR,JPP,12.2
18854,1996,JAMMU & KASHMIR,SRINAGAR,BJP,12.06
18855,1996,JAMMU & KASHMIR,SRINAGAR,IND,6.17
18856,1996,JAMMU & KASHMIR,SRINAGAR,IND,5.78
18857,1996,JAMMU & KASHMIR,SRINAGAR,IND,5.66
18858,1996,JAMMU & KASHMIR,SRINAGAR,IND,5.37
18859,1996,JAMMU & KASHMIR,SRINAGAR,IND,1.97
18860,1996,JAMMU & KASHMIR,SRINAGAR,IND,1.03
18861,1996,JAMMU & KASHMIR,ANANTNAG,JD,32.76
18862,1996,JAMMU & KASHMIR,ANANTNAG,INC,16.53
18863,1996,JAMMU & KASHMIR,ANANTNAG,BJP,11.17
18864,1996,JAMMU & KASHMIR,ANANTNAG,IND,8.12
18865,1996,JAMMU & KASHMIR,ANANTNAG,IND,5.47
18866,1996,JAMMU & KASHMIR,ANANTNAG,JPP,4.32
18867,1996,JAMMU & KASHMIR,ANANTNAG,IND,4.29
18868,1996,JAMMU & KASHMIR,ANANTNAG,IND,3.84
18869,1996,JAMMU & KASHMIR,ANANTNAG,IND,3.52
18870,1996,JAMMU & KASHMIR,ANANTNAG,IND,2.27
18871,1996,JAMMU & KASHMIR,ANANTNAG,IND,1.67
18872,1996,JAMMU & KASHMIR,ANANTNAG,AIIC(T),1.64
18873,1996,JAMMU & KASHMIR,ANANTNAG,IND,1.6
18874,1996,JAMMU & KASHMIR,ANANTNAG,IND,1.59
18875,1996,JAMMU & KASHMIR,ANANTNAG,IND,0.88
18876,1996,JAMMU & KASHMIR,ANANTNAG,IND,0.35
18877,1996,JAMMU & KASHMIR,LADAKH,INC,52.1
18878,1996,JAMMU & KASHMIR,LADAKH,IND,42.43
18879,1996,JAMMU & KASHMIR,LADAKH,BJP,5.47
18880,1996,JAMMU & KASHMIR,UDHAMPUR,BJP,37.58
18881,1996,JAMMU & KASHMIR,UDHAMPUR,INC,21.74
18882,1996,JAMMU & KASHMIR,UDHAMPUR,JD,18.34
18883,1996,JAMMU & KASHMIR,UDHAMPUR,BSP,7.24
18884,1996,JAMMU & KASHMIR,UDHAMPUR,JPP,5.34
18885,1996,JAMMU & KASHMIR,UDHAMPUR,AIIC(T),2.1
18886,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.64
18887,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.53
18888,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.49
18889,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.45
18890,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.45
18891,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.43
18892,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.42
18893,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.39
18894,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.34
18895,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.32
18896,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.32
18897,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.27
18898,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.26
18899,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.24
18900,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.2
18901,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.2
18902,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.2
18903,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.17
18904,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.15
18905,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.14
18906,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.13
18907,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.12
18908,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.12
18909,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.12
18910,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.11
18911,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.08
18912,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.07
18913,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.06
18914,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.06
18915,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.06
18916,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.05
18917,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.05
18918,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.04
18919,1996,JAMMU & KASHMIR,UDHAMPUR,IND,0.02
18920,1996,JAMMU & KASHMIR,JAMMU,INC,34.24
18921,1996,JAMMU & KASHMIR,JAMMU,BJP,26.0
18922,1996,JAMMU & KASHMIR,JAMMU,BSP,16.14
18923,1996,JAMMU & KASHMIR,JAMMU,JD,15.56
18924,1996,JAMMU & KASHMIR,JAMMU,IND,0.9
18925,1996,JAMMU & KASHMIR,JAMMU,IND,0.88
18926,1996,JAMMU & KASHMIR,JAMMU,IND,0.65
18927,1996,JAMMU & KASHMIR,JAMMU,IND,0.59
18928,1996,JAMMU & KASHMIR,JAMMU,JPP,0.56
18929,1996,JAMMU & KASHMIR,JAMMU,IND,0.54
18930,1996,JAMMU & KASHMIR,JAMMU,IND,0.39
18931,1996,JAMMU & KASHMIR,JAMMU,AIIC(T),0.38
18932,1996,JAMMU & KASHMIR,JAMMU,IND,0.37
18933,1996,JAMMU & KASHMIR,JAMMU,IND,0.34
18934,1996,JAMMU & KASHMIR,JAMMU,IND,0.32
18935,1996,JAMMU & KASHMIR,JAMMU,IND,0.3
18936,1996,JAMMU & KASHMIR,JAMMU,IND,0.25
18937,1996,JAMMU & KASHMIR,JAMMU,IND,0.25
18938,1996,JAMMU & KASHMIR,JAMMU,IND,0.21
18939,1996,JAMMU & KASHMIR,JAMMU,IND,0.16
18940,1996,JAMMU & KASHMIR,JAMMU,IND,0.16
18941,1996,JAMMU & KASHMIR,JAMMU,IND,0.13
18942,1996,JAMMU & KASHMIR,JAMMU,IND,0.1
18943,1996,JAMMU & KASHMIR,JAMMU,IND,0.1
18944,1996,JAMMU & KASHMIR,JAMMU,IND,0.1
18945,1996,JAMMU & KASHMIR,JAMMU,IND,0.09
18946,1996,JAMMU & KASHMIR,JAMMU,IND,0.09
18947,1996,JAMMU & KASHMIR,JAMMU,IND,0.08
18948,1996,JAMMU & KASHMIR,JAMMU,IND,0.08
18949,1996,JAMMU & KASHMIR,JAMMU,IND,0.04
18950,1996,KARNATAKA,BIDAR (SC),BJP,48.5
18951,1996,KARNATAKA,BIDAR (SC),INC,15.56
18952,1996,KARNATAKA,BIDAR (SC),CPM,14.68
18953,1996,KARNATAKA,BIDAR (SC),BSP,4.01
18954,1996,KARNATAKA,BIDAR (SC),AIIC(T),3.22
18955,1996,KARNATAKA,BIDAR (SC),KCP,3.13
18956,1996,KARNATAKA,BIDAR (SC),JP,1.75
18957,1996,KARNATAKA,BIDAR (SC),IND,1.71
18958,1996,KARNATAKA,BIDAR (SC),IND,0.85
18959,1996,KARNATAKA,BIDAR (SC),IND,0.64
18960,1996,KARNATAKA,BIDAR (SC),IND,0.64
18961,1996,KARNATAKA,BIDAR (SC),IND,0.49
18962,1996,KARNATAKA,BIDAR (SC),IND,0.46
18963,1996,KARNATAKA,BIDAR (SC),IND,0.46
18964,1996,KARNATAKA,BIDAR (SC),IND,0.44
18965,1996,KARNATAKA,BIDAR (SC),IND,0.38
18966,1996,KARNATAKA,BIDAR (SC),IND,0.31
18967,1996,KARNATAKA,BIDAR (SC),IND,0.3
18968,1996,KARNATAKA,BIDAR (SC),IND,0.26
18969,1996,KARNATAKA,BIDAR (SC),IND,0.24
18970,1996,KARNATAKA,BIDAR (SC),IND,0.18
18971,1996,KARNATAKA,BIDAR (SC),IND,0.18
18972,1996,KARNATAKA,BIDAR (SC),IND,0.16
18973,1996,KARNATAKA,BIDAR (SC),IND,0.15
18974,1996,KARNATAKA,BIDAR (SC),IND,0.15
18975,1996,KARNATAKA,BIDAR (SC),IND,0.15
18976,1996,KARNATAKA,BIDAR (SC),IND,0.13
18977,1996,KARNATAKA,BIDAR (SC),IND,0.13
18978,1996,KARNATAKA,BIDAR (SC),IND,0.12
18979,1996,KARNATAKA,BIDAR (SC),IND,0.12
18980,1996,KARNATAKA,BIDAR (SC),IND,0.11
18981,1996,KARNATAKA,BIDAR (SC),IND,0.08
18982,1996,KARNATAKA,BIDAR (SC),IND,0.08
18983,1996,KARNATAKA,BIDAR (SC),IND,0.08
18984,1996,KARNATAKA,BIDAR (SC),IND,0.05
18985,1996,KARNATAKA,BIDAR (SC),IND,0.05
18986,1996,KARNATAKA,BIDAR (SC),IND,0.05
18987,1996,KARNATAKA,GULBARGA,JD,35.9
18988,1996,KARNATAKA,GULBARGA,BJP,33.16
18989,1996,KARNATAKA,GULBARGA,INC,23.35
18990,1996,KARNATAKA,GULBARGA,KCP,2.72
18991,1996,KARNATAKA,GULBARGA,IND,1.35
18992,1996,KARNATAKA,GULBARGA,IND,0.84
18993,1996,KARNATAKA,GULBARGA,IND,0.75
18994,1996,KARNATAKA,GULBARGA,IND,0.31
18995,1996,KARNATAKA,GULBARGA,IND,0.23
18996,1996,KARNATAKA,GULBARGA,IND,0.18
18997,1996,KARNATAKA,GULBARGA,IND,0.18
18998,1996,KARNATAKA,GULBARGA,IND,0.17
18999,1996,KARNATAKA,GULBARGA,IND,0.15
19000,1996,KARNATAKA,GULBARGA,IND,0.15
19001,1996,KARNATAKA,GULBARGA,IND,0.15
19002,1996,KARNATAKA,GULBARGA,IND,0.12
19003,1996,KARNATAKA,GULBARGA,IND,0.12
19004,1996,KARNATAKA,GULBARGA,IND,0.1
19005,1996,KARNATAKA,GULBARGA,IND,0.08
19006,1996,KARNATAKA,RAICHUR,JD,44.71
19007,1996,KARNATAKA,RAICHUR,INC,37.13
19008,1996,KARNATAKA,RAICHUR,BJP,15.08
19009,1996,KARNATAKA,RAICHUR,AIIC(T),1.01
19010,1996,KARNATAKA,RAICHUR,IND,0.88
19011,1996,KARNATAKA,RAICHUR,IND,0.43
19012,1996,KARNATAKA,RAICHUR,IND,0.39
19013,1996,KARNATAKA,RAICHUR,IND,0.12
19014,1996,KARNATAKA,RAICHUR,IND,0.12
19015,1996,KARNATAKA,RAICHUR,IND,0.12
19016,1996,KARNATAKA,KOPPAL,JD,45.86
19017,1996,KARNATAKA,KOPPAL,INC,33.3
19018,1996,KARNATAKA,KOPPAL,BJP,18.1
19019,1996,KARNATAKA,KOPPAL,IND,0.55
19020,1996,KARNATAKA,KOPPAL,IND,0.41
19021,1996,KARNATAKA,KOPPAL,IND,0.4
19022,1996,KARNATAKA,KOPPAL,IND,0.39
19023,1996,KARNATAKA,KOPPAL,IND,0.32
19024,1996,KARNATAKA,KOPPAL,IND,0.28
19025,1996,KARNATAKA,KOPPAL,IND,0.21
19026,1996,KARNATAKA,KOPPAL,IND,0.12
19027,1996,KARNATAKA,KOPPAL,IND,0.05
19028,1996,KARNATAKA,BELLARY,INC,43.89
19029,1996,KARNATAKA,BELLARY,JD,43.16
19030,1996,KARNATAKA,BELLARY,BJP,6.94
19031,1996,KARNATAKA,BELLARY,KCP,2.67
19032,1996,KARNATAKA,BELLARY,IND,0.32
19033,1996,KARNATAKA,BELLARY,IND,0.3
19034,1996,KARNATAKA,BELLARY,IND,0.29
19035,1996,KARNATAKA,BELLARY,IND,0.27
19036,1996,KARNATAKA,BELLARY,IND,0.27
19037,1996,KARNATAKA,BELLARY,IND,0.22
19038,1996,KARNATAKA,BELLARY,IND,0.19
19039,1996,KARNATAKA,BELLARY,IND,0.19
19040,1996,KARNATAKA,BELLARY,IND,0.17
19041,1996,KARNATAKA,BELLARY,IND,0.16
19042,1996,KARNATAKA,BELLARY,IND,0.15
19043,1996,KARNATAKA,BELLARY,IND,0.13
19044,1996,KARNATAKA,BELLARY,IND,0.13
19045,1996,KARNATAKA,BELLARY,IND,0.12
19046,1996,KARNATAKA,BELLARY,IND,0.1
19047,1996,KARNATAKA,BELLARY,IND,0.09
19048,1996,KARNATAKA,BELLARY,IND,0.06
19049,1996,KARNATAKA,BELLARY,IND,0.06
19050,1996,KARNATAKA,BELLARY,IND,0.04
19051,1996,KARNATAKA,BELLARY,IND,0.04
19052,1996,KARNATAKA,BELLARY,IND,0.03
19053,1996,KARNATAKA,DAVANGERE,BJP,36.81
19054,1996,KARNATAKA,DAVANGERE,JD,23.52
19055,1996,KARNATAKA,DAVANGERE,INC,22.08
19056,1996,KARNATAKA,DAVANGERE,KCP,14.69
19057,1996,KARNATAKA,DAVANGERE,IND,0.45
19058,1996,KARNATAKA,DAVANGERE,IND,0.35
19059,1996,KARNATAKA,DAVANGERE,IND,0.31
19060,1996,KARNATAKA,DAVANGERE,IND,0.25
19061,1996,KARNATAKA,DAVANGERE,IND,0.23
19062,1996,KARNATAKA,DAVANGERE,IND,0.17
19063,1996,KARNATAKA,DAVANGERE,IND,0.17
19064,1996,KARNATAKA,DAVANGERE,IND,0.15
19065,1996,KARNATAKA,DAVANGERE,IND,0.14
19066,1996,KARNATAKA,DAVANGERE,IND,0.13
19067,1996,KARNATAKA,DAVANGERE,IND,0.09
19068,1996,KARNATAKA,DAVANGERE,IND,0.08
19069,1996,KARNATAKA,DAVANGERE,IND,0.08
19070,1996,KARNATAKA,DAVANGERE,IND,0.06
19071,1996,KARNATAKA,DAVANGERE,IND,0.05
19072,1996,KARNATAKA,DAVANGERE,IND,0.05
19073,1996,KARNATAKA,DAVANGERE,IND,0.04
19074,1996,KARNATAKA,DAVANGERE,IND,0.04
19075,1996,KARNATAKA,DAVANGERE,IND,0.03
19076,1996,KARNATAKA,DAVANGERE,IND,0.03
19077,1996,KARNATAKA,CHITRADURGA,JD,35.67
19078,1996,KARNATAKA,CHITRADURGA,INC,32.92
19079,1996,KARNATAKA,CHITRADURGA,BJP,26.92
19080,1996,KARNATAKA,CHITRADURGA,JP,1.06
19081,1996,KARNATAKA,CHITRADURGA,IND,0.56
19082,1996,KARNATAKA,CHITRADURGA,IND,0.53
19083,1996,KARNATAKA,CHITRADURGA,IND,0.52
19084,1996,KARNATAKA,CHITRADURGA,BSP,0.38
19085,1996,KARNATAKA,CHITRADURGA,IND,0.31
19086,1996,KARNATAKA,CHITRADURGA,IND,0.15
19087,1996,KARNATAKA,CHITRADURGA,IND,0.15
19088,1996,KARNATAKA,CHITRADURGA,IND,0.14
19089,1996,KARNATAKA,CHITRADURGA,IND,0.14
19090,1996,KARNATAKA,CHITRADURGA,IND,0.13
19091,1996,KARNATAKA,CHITRADURGA,IND,0.13
19092,1996,KARNATAKA,CHITRADURGA,IND,0.13
19093,1996,KARNATAKA,CHITRADURGA,IND,0.09
19094,1996,KARNATAKA,CHITRADURGA,IND,0.08
19095,1996,KARNATAKA,TUMKUR,JD,28.6
19096,1996,KARNATAKA,TUMKUR,BJP,26.26
19097,1996,KARNATAKA,TUMKUR,INC,22.52
19098,1996,KARNATAKA,TUMKUR,SP,18.92
19099,1996,KARNATAKA,TUMKUR,IND,0.54
19100,1996,KARNATAKA,TUMKUR,IND,0.52
19101,1996,KARNATAKA,TUMKUR,IND,0.5
19102,1996,KARNATAKA,TUMKUR,IND,0.48
19103,1996,KARNATAKA,TUMKUR,IND,0.41
19104,1996,KARNATAKA,TUMKUR,IND,0.23
19105,1996,KARNATAKA,TUMKUR,IND,0.22
19106,1996,KARNATAKA,TUMKUR,IND,0.17
19107,1996,KARNATAKA,TUMKUR,IND,0.16
19108,1996,KARNATAKA,TUMKUR,IND,0.15
19109,1996,KARNATAKA,TUMKUR,IND,0.11
19110,1996,KARNATAKA,TUMKUR,IND,0.11
19111,1996,KARNATAKA,TUMKUR,IND,0.07
19112,1996,KARNATAKA,TUMKUR,IND,0.06
19113,1996,KARNATAKA,CHIKBALLAPUR,JD,44.24
19114,1996,KARNATAKA,CHIKBALLAPUR,INC,42.04
19115,1996,KARNATAKA,CHIKBALLAPUR,BJP,10.08
19116,1996,KARNATAKA,CHIKBALLAPUR,JP,0.9
19117,1996,KARNATAKA,CHIKBALLAPUR,IND,0.81
19118,1996,KARNATAKA,CHIKBALLAPUR,IND,0.47
19119,1996,KARNATAKA,CHIKBALLAPUR,IND,0.34
19120,1996,KARNATAKA,CHIKBALLAPUR,IND,0.18
19121,1996,KARNATAKA,CHIKBALLAPUR,IND,0.14
19122,1996,KARNATAKA,CHIKBALLAPUR,IND,0.14
19123,1996,KARNATAKA,CHIKBALLAPUR,IND,0.09
19124,1996,KARNATAKA,CHIKBALLAPUR,IND,0.08
19125,1996,KARNATAKA,CHIKBALLAPUR,AIIC(T),0.08
19126,1996,KARNATAKA,CHIKBALLAPUR,IND,0.08
19127,1996,KARNATAKA,CHIKBALLAPUR,IND,0.07
19128,1996,KARNATAKA,CHIKBALLAPUR,IND,0.06
19129,1996,KARNATAKA,CHIKBALLAPUR,IND,0.05
19130,1996,KARNATAKA,CHIKBALLAPUR,IND,0.05
19131,1996,KARNATAKA,CHIKBALLAPUR,IND,0.04
19132,1996,KARNATAKA,CHIKBALLAPUR,IND,0.04
19133,1996,KARNATAKA,CHIKBALLAPUR,IND,0.02
19134,1996,KARNATAKA,KOLAR (SC),INC,44.38
19135,1996,KARNATAKA,KOLAR (SC),JD,41.95
19136,1996,KARNATAKA,KOLAR (SC),BJP,12.09
19137,1996,KARNATAKA,KOLAR (SC),IND,0.68
19138,1996,KARNATAKA,KOLAR (SC),IND,0.16
19139,1996,KARNATAKA,KOLAR (SC),IND,0.15
19140,1996,KARNATAKA,KOLAR (SC),PSSS,0.12
19141,1996,KARNATAKA,KOLAR (SC),IND,0.1
19142,1996,KARNATAKA,KOLAR (SC),IND,0.09
19143,1996,KARNATAKA,KOLAR (SC),IND,0.08
19144,1996,KARNATAKA,KOLAR (SC),IND,0.08
19145,1996,KARNATAKA,KOLAR (SC),IND,0.07
19146,1996,KARNATAKA,KOLAR (SC),IND,0.05
19147,1996,KARNATAKA,KANAKAPURA,JD,42.11
19148,1996,KARNATAKA,KANAKAPURA,INC,31.84
19149,1996,KARNATAKA,KANAKAPURA,BJP,23.6
19150,1996,KARNATAKA,KANAKAPURA,IND,0.47
19151,1996,KARNATAKA,KANAKAPURA,IND,0.41
19152,1996,KARNATAKA,KANAKAPURA,IND,0.29
19153,1996,KARNATAKA,KANAKAPURA,IND,0.2
19154,1996,KARNATAKA,KANAKAPURA,IND,0.19
19155,1996,KARNATAKA,KANAKAPURA,IND,0.11
19156,1996,KARNATAKA,KANAKAPURA,IND,0.1
19157,1996,KARNATAKA,KANAKAPURA,IND,0.1
19158,1996,KARNATAKA,KANAKAPURA,IND,0.1
19159,1996,KARNATAKA,KANAKAPURA,IND,0.09
19160,1996,KARNATAKA,KANAKAPURA,IND,0.09
19161,1996,KARNATAKA,KANAKAPURA,IND,0.09
19162,1996,KARNATAKA,KANAKAPURA,IND,0.07
19163,1996,KARNATAKA,KANAKAPURA,IND,0.06
19164,1996,KARNATAKA,KANAKAPURA,IND,0.06
19165,1996,KARNATAKA,KANAKAPURA,IND,0.03
19166,1996,KARNATAKA,BANGALORE NORTH,JD,48.64
19167,1996,KARNATAKA,BANGALORE NORTH,INC,32.37
19168,1996,KARNATAKA,BANGALORE NORTH,BJP,15.18
19169,1996,KARNATAKA,BANGALORE NORTH,BSP,0.63
19170,1996,KARNATAKA,BANGALORE NORTH,SUP,0.6
19171,1996,KARNATAKA,BANGALORE NORTH,IND,0.19
19172,1996,KARNATAKA,BANGALORE NORTH,IND,0.18
19173,1996,KARNATAKA,BANGALORE NORTH,IND,0.13
19174,1996,KARNATAKA,BANGALORE NORTH,IND,0.11
19175,1996,KARNATAKA,BANGALORE NORTH,BNJP,0.11
19176,1996,KARNATAKA,BANGALORE NORTH,IND,0.11
19177,1996,KARNATAKA,BANGALORE NORTH,IND,0.1
19178,1996,KARNATAKA,BANGALORE NORTH,IND,0.1
19179,1996,KARNATAKA,BANGALORE NORTH,IND,0.09
19180,1996,KARNATAKA,BANGALORE NORTH,IND,0.09
19181,1996,KARNATAKA,BANGALORE NORTH,IND,0.09
19182,1996,KARNATAKA,BANGALORE NORTH,IND,0.08
19183,1996,KARNATAKA,BANGALORE NORTH,IND,0.08
19184,1996,KARNATAKA,BANGALORE NORTH,IND,0.07
19185,1996,KARNATAKA,BANGALORE NORTH,IND,0.07
19186,1996,KARNATAKA,BANGALORE NORTH,IND,0.07
19187,1996,KARNATAKA,BANGALORE NORTH,IND,0.07
19188,1996,KARNATAKA,BANGALORE NORTH,IND,0.06
19189,1996,KARNATAKA,BANGALORE NORTH,IND,0.06
19190,1996,KARNATAKA,BANGALORE NORTH,IND,0.05
19191,1996,KARNATAKA,BANGALORE NORTH,IND,0.05
19192,1996,KARNATAKA,BANGALORE NORTH,IND,0.05
19193,1996,KARNATAKA,BANGALORE NORTH,IND,0.05
19194,1996,KARNATAKA,BANGALORE NORTH,IND,0.04
19195,1996,KARNATAKA,BANGALORE NORTH,IND,0.04
19196,1996,KARNATAKA,BANGALORE NORTH,IND,0.04
19197,1996,KARNATAKA,BANGALORE NORTH,IND,0.04
19198,1996,KARNATAKA,BANGALORE NORTH,IND,0.04
19199,1996,KARNATAKA,BANGALORE NORTH,IND,0.04
19200,1996,KARNATAKA,BANGALORE NORTH,IND,0.03
19201,1996,KARNATAKA,BANGALORE NORTH,IND,0.03
19202,1996,KARNATAKA,BANGALORE NORTH,IND,0.03
19203,1996,KARNATAKA,BANGALORE NORTH,IND,0.03
19204,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19205,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19206,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19207,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19208,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19209,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19210,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19211,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19212,1996,KARNATAKA,BANGALORE NORTH,IND,0.02
19213,1996,KARNATAKA,BANGALORE SOUTH,BJP,35.08
19214,1996,KARNATAKA,BANGALORE SOUTH,INC,32.01
19215,1996,KARNATAKA,BANGALORE SOUTH,JD,25.39
19216,1996,KARNATAKA,BANGALORE SOUTH,KCVP,4.05
19217,1996,KARNATAKA,BANGALORE SOUTH,IND,0.72
19218,1996,KARNATAKA,BANGALORE SOUTH,IND,0.35
19219,1996,KARNATAKA,BANGALORE SOUTH,IND,0.29
19220,1996,KARNATAKA,BANGALORE SOUTH,BNJP,0.16
19221,1996,KARNATAKA,BANGALORE SOUTH,IND,0.16
19222,1996,KARNATAKA,BANGALORE SOUTH,AIIC(T),0.14
19223,1996,KARNATAKA,BANGALORE SOUTH,IND,0.14
19224,1996,KARNATAKA,BANGALORE SOUTH,IND,0.14
19225,1996,KARNATAKA,BANGALORE SOUTH,IND,0.12
19226,1996,KARNATAKA,BANGALORE SOUTH,IND,0.1
19227,1996,KARNATAKA,BANGALORE SOUTH,KP,0.09
19228,1996,KARNATAKA,BANGALORE SOUTH,IND,0.09
19229,1996,KARNATAKA,BANGALORE SOUTH,IND,0.08
19230,1996,KARNATAKA,BANGALORE SOUTH,IND,0.07
19231,1996,KARNATAKA,BANGALORE SOUTH,IND,0.07
19232,1996,KARNATAKA,BANGALORE SOUTH,PHK,0.07
19233,1996,KARNATAKA,BANGALORE SOUTH,IND,0.07
19234,1996,KARNATAKA,BANGALORE SOUTH,IND,0.07
19235,1996,KARNATAKA,BANGALORE SOUTH,IND,0.06
19236,1996,KARNATAKA,BANGALORE SOUTH,IND,0.06
19237,1996,KARNATAKA,BANGALORE SOUTH,IND,0.06
19238,1996,KARNATAKA,BANGALORE SOUTH,UIDC,0.05
19239,1996,KARNATAKA,BANGALORE SOUTH,IND,0.05
19240,1996,KARNATAKA,BANGALORE SOUTH,IND,0.04
19241,1996,KARNATAKA,BANGALORE SOUTH,IND,0.04
19242,1996,KARNATAKA,BANGALORE SOUTH,IND,0.04
19243,1996,KARNATAKA,BANGALORE SOUTH,IND,0.04
19244,1996,KARNATAKA,BANGALORE SOUTH,IND,0.04
19245,1996,KARNATAKA,BANGALORE SOUTH,IND,0.03
19246,1996,KARNATAKA,BANGALORE SOUTH,IND,0.03
19247,1996,KARNATAKA,BANGALORE SOUTH,IND,0.02
19248,1996,KARNATAKA,MANDYA,JD,45.97
19249,1996,KARNATAKA,MANDYA,INC,41.4
19250,1996,KARNATAKA,MANDYA,BJP,9.69
19251,1996,KARNATAKA,MANDYA,JP,1.33
19252,1996,KARNATAKA,MANDYA,IND,0.51
19253,1996,KARNATAKA,MANDYA,IND,0.35
19254,1996,KARNATAKA,MANDYA,IND,0.24
19255,1996,KARNATAKA,MANDYA,IND,0.21
19256,1996,KARNATAKA,MANDYA,IND,0.11
19257,1996,KARNATAKA,MANDYA,IND,0.11
19258,1996,KARNATAKA,MANDYA,IND,0.1
19259,1996,KARNATAKA,CHAMARAJANAGAR (SC),JD,30.77
19260,1996,KARNATAKA,CHAMARAJANAGAR (SC),INC,27.39
19261,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,23.84
19262,1996,KARNATAKA,CHAMARAJANAGAR (SC),BJP,13.52
19263,1996,KARNATAKA,CHAMARAJANAGAR (SC),PSSS,1.06
19264,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.56
19265,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.48
19266,1996,KARNATAKA,CHAMARAJANAGAR (SC),KCVP,0.31
19267,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.29
19268,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.21
19269,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.2
19270,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.16
19271,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.16
19272,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.15
19273,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.12
19274,1996,KARNATAKA,CHAMARAJANAGAR (SC),IND,0.11
